Order,Predictability,PP1_predictability,PP2_predictability,Len_diff,PP1_len,PP2_len,PP1_distance,PP2_distance,Distance_diff
1,0.891388863351025,5.7033774636008525,5.083927154541016,1,2,3,1,3,2
1,1.002406145928484,4.938146737905649,4.9500286395733175,0,2,2,2,4,2
1,1.0785062147986917,4.103583305112777,4.425740097508286,2,2,4,1,3,2
1,0.9399145823759831,5.613087336222331,5.275822639465332,0,2,2,1,3,2
1,0.9715368851557623,4.0035788796164775,3.8896245541779892,1,5,6,1,6,5
1,1.0332764836907309,4.650003144235322,4.804738898026316,5,2,7,1,3,2
1,1.0523473327634054,5.0164039611816404,5.278999328613281,1,2,3,3,5,2
1,1.0023284818864164,3.793078286307199,3.801910400390625,1,3,4,1,4,3
1,1.0127420342897462,4.817282104492188,4.878664078251008,1,4,5,4,8,4
1,1.0512454094182415,5.794180188860212,6.0911053248814175,0,4,4,1,8,7
1,0.967610289542609,4.739169597625732,4.585669266550164,3,3,6,1,4,3
1,0.9622552801749419,4.576169150216239,4.403442927769253,0,2,2,1,3,2
1,1.1126516763357301,4.306831808651195,4.792003631591797,3,6,9,1,7,6
1,0.9422740378596317,4.4851318359375,4.226223285381611,1,2,3,1,3,2
1,0.9618524222616204,4.985472954644097,4.795289237544222,8,3,11,1,4,3
1,1.0105919376192944,4.5308854386613175,4.578876294587788,1,3,4,1,4,3
1,0.9907796367723705,3.9838709513346355,3.947138214111328,5,2,7,3,5,2
1,1.0500960886034205,5.542090521918403,5.8197275797526045,0,3,3,2,5,3
1,1.0506261692308796,2.8237195696149553,2.9666736744068287,-1,3,2,1,4,3
1,0.8416804237018867,5.468087629838423,4.602382313121449,11,4,15,3,7,4
1,1.0297860094293598,5.447418799767127,5.609675667502663,-4,7,3,2,9,7
1,1.1003192112502795,4.46900646503155,4.917333668675916,3,3,6,2,6,4
1,1.2995110680284925,3.57103370217716,4.640597820281982,-1,5,4,1,7,6
1,1.0452356363999504,4.858908081054688,5.078703880310059,6,5,11,1,6,5
1,0.8507308803675009,4.421672185262044,3.76165307086447,-1,4,3,1,5,4
1,1.01271087242094,4.579965111517137,4.638180463741987,1,4,5,7,10,3
1,0.9374942107647417,4.519157409667969,4.236683909098307,5,5,10,1,8,7
1,1.0138594560037912,4.0794954042176945,4.136034991290118,0,3,3,2,5,3
1,1.1162667808793136,4.005503220991655,4.471210186298077,-5,7,2,14,21,7
1,1.0574981615211885,4.074625015258789,4.308908462524414,0,3,3,1,4,3
1,1.01584840260827,3.680288791656494,3.738615490141369,5,2,7,1,3,2
1,0.5762478746096192,4.403795030381945,2.537677526473999,-1,4,3,1,5,4
1,0.9611945506450833,5.230924288431804,5.02793592087766,-1,4,3,1,5,4
1,0.9606277074914835,4.526865178888494,4.348632118918679,0,2,2,1,3,2
1,1.145386141250397,3.7000318254743303,4.237965175083706,0,2,2,1,3,2
1,0.9923407401847489,4.247709173905222,4.215174865722656,2,4,6,1,5,4
1,0.8383494734087394,5.203573608398438,4.362413194444445,-2,8,6,1,13,12
1,0.9520177612205246,4.613910001866958,4.392524270450368,0,5,5,1,14,13
1,1.148223984451985,3.8912695522966056,4.468049029914701,20,5,25,1,6,5
1,0.9091740796599946,5.03907615260074,4.581397423377404,-6,10,4,1,11,10
1,1.0517651843423885,4.859376173753005,5.110922677176339,1,2,3,4,6,2
1,1.111653348213834,5.025326199001736,5.5864206949869795,6,4,10,1,6,5
1,1.0117798270824792,4.545231587177998,4.598773629324777,-2,6,4,2,7,5
1,1.0042982787344157,5.102582364468961,5.124514685736762,-1,4,3,1,6,5
1,0.778807576573545,5.248805999755859,4.087809880574544,0,3,3,2,5,3
1,0.9908381103713193,3.6970901489257812,3.6632178170340404,6,2,8,1,3,2
1,1.1567982800657592,6.167625427246094,7.134698486328125,4,3,7,1,5,4
1,1.0386722944336526,5.176167668523015,5.376341948638091,0,2,2,1,3,2
1,0.9301605110674094,4.867450651575307,4.527510385664683,2,2,4,1,3,2
1,1.0495905226189788,4.31947766817533,4.533682823181152,6,2,8,1,3,2
1,0.8868979337571959,6.119531419542101,5.427399771554129,-4,6,2,1,9,8
1,0.9895254068278064,4.55040781121505,4.502744140625,6,3,9,1,4,3
1,1.0183856982168393,4.292075157165527,4.370987955729166,-2,4,2,1,5,4
1,0.9984868519435031,4.639406840006511,4.6323867305632564,1,2,3,1,5,4
1,1.1255267367604695,4.127505909312855,4.6456182570684526,-1,3,2,3,6,3
1,0.7901690839038995,4.5719146728515625,3.6125856287339153,3,3,6,1,4,3
1,0.9057916135750363,3.7763197157118054,3.420558728669819,1,3,4,2,6,4
1,1.22467436144058,4.7507758507361775,5.818153381347656,1,2,3,1,3,2
1,1.089675970143189,4.548999633789062,4.956935589130108,1,3,4,1,6,5
1,0.9440961557633208,4.400424957275391,4.1544242858886715,6,5,11,4,9,5
1,0.9355604209635623,4.508256912231445,4.217746734619141,0,2,2,1,3,2
1,0.9635413623409523,4.681940351213727,4.511243184407552,2,2,4,1,3,2
1,1.7954304923990771,2.7540454864501953,4.94469724382673,6,3,9,1,4,3
1,0.9906873205808666,3.993137482673891,3.9559506734212238,-1,4,3,1,5,4
1,1.0059440810561429,5.603868192784926,5.637178039550781,-5,10,5,1,12,11
1,1.1101769782463247,4.120970662434896,4.575006757463727,-1,5,4,1,7,6
1,0.9150506262837514,3.7660681984641333,3.446143063631925,0,3,3,1,5,4
1,1.0023742860864024,4.363536580403646,4.373896864594006,1,2,3,1,3,2
1,1.0496676325773497,5.082012308054957,5.334423828125,6,2,8,1,3,2
1,1.0450148801743375,3.7585638797644414,3.927755182439631,0,2,2,2,5,3
1,0.9084820676903305,4.274168014526367,3.8830049954927883,3,3,6,1,4,3
1,0.936926202256498,4.539028930664062,4.252735137939453,4,8,12,1,9,8
1,1.672691048608169,3.107499694824219,5.197886923085088,13,2,15,3,5,2
1,1.0123496852708578,4.805518256293403,4.864864894321987,1,2,3,3,5,2
1,0.9709620362390731,5.019565037318638,4.873807089669364,0,3,3,1,4,3
1,1.2891907557010542,3.544684410095215,4.569774373372396,7,3,10,1,4,3
1,1.2007748075416773,4.193218924782493,5.0351116473858175,2,3,5,4,7,3
1,1.14054728676416,4.11102294921875,4.688816070556641,-1,3,2,2,5,3
1,1.2128988994040042,3.0812724720348013,3.737271990094866,3,2,5,2,4,2
1,1.137854591649234,3.5453703744070872,4.034115959616268,27,2,29,1,3,2
1,1.053627216022222,3.026674270629883,3.188986385569853,1,2,3,1,3,2
1,0.9613176948112275,4.543763160705566,4.367999927417652,5,2,7,4,6,2
1,1.0059674756214736,5.332026713603252,5.363845453029725,4,2,6,3,5,2
1,1.0152363686662125,5.262284903690733,5.34246301651001,3,2,5,1,3,2
1,0.9150308049603132,5.052516542632004,4.623208279079861,16,4,20,7,11,4
1,0.9407656532495519,4.69661431563528,4.418413434709821,2,2,4,5,7,2
1,1.0368730861016229,3.474734593951513,3.602858781814575,1,3,4,1,5,4
1,0.9341941923439641,4.471098092886118,4.176873871774385,7,2,9,1,3,2
1,1.1122409738103842,3.383201090494792,3.7629348754882814,5,2,7,1,3,2
1,0.9729223932985956,4.085559713429418,3.974932534354074,-1,3,2,1,4,3
1,0.957847152647312,3.916447957356771,3.7513585244455645,1,2,3,1,3,2
1,0.9762352702995449,5.057437672334559,4.93724903307463,4,2,6,1,3,2
1,1.1654226368842786,5.01278068905785,5.842008088764391,-2,4,2,2,6,4
1,0.9630422907238845,4.10999741092805,3.958101321489383,8,3,11,1,5,4
1,0.9626115534705652,5.103145853678385,4.912347157796224,6,3,9,1,5,4
1,1.187510822584003,4.905650926672894,5.825513567243304,5,11,16,1,14,13
1,0.8903171068206093,6.0350218878851996,5.373083226821002,8,3,11,2,5,3
1,0.9197648410960418,3.7663895743233815,3.4641927083333335,4,2,6,2,4,2
1,0.9132729128764012,5.4427538420024675,4.970719655354817,-1,4,3,1,5,4
1,0.6195820296732224,3.536850992838542,2.1913693167946557,-4,7,3,1,8,7
1,0.9622797413233845,4.875188654119318,4.691295276988637,0,3,3,4,8,4
1,0.9169546567819707,3.370564109400699,3.090654456097147,4,4,8,1,7,6
1,1.0414775212978353,6.040045033330503,6.2905711298403535,0,2,2,1,3,2
1,1.5829763764706555,2.791940450668335,4.41957577792081,3,4,7,1,5,4
1,0.9539583031739501,3.54248511272928,3.379383087158203,1,2,3,2,4,2
1,0.7271013250367392,5.753090491661658,4.183079719543457,-10,15,5,1,17,16
1,0.9264452741943395,3.565989685058594,3.3036942915482954,4,3,7,1,4,3
1,1.0286945931194325,4.359884262084961,4.484989367033306,3,2,5,2,4,2
1,1.0294684839544943,4.228679950420673,4.353292737688337,1,2,3,1,5,4
1,0.8892987943143797,5.48427497016059,4.877159118652344,0,3,3,1,4,3
1,1.0310666347259922,4.751976138255635,4.899604045169454,10,3,13,1,4,3
1,1.0789899004592542,3.69233154296875,3.9839884440104165,5,3,8,1,4,3
1,0.8652188254416874,4.9237518310546875,4.260122776031494,5,2,7,2,4,2
1,0.9892392224031642,5.060110684098868,5.005659958411908,0,3,3,1,4,3
1,1.1108697008016626,5.508800252278646,6.119559288024902,1,2,3,1,3,2
1,1.0859574641546172,3.7873001098632812,4.112846823299632,-2,4,2,1,5,4
1,1.0469717868280133,4.8515879313151045,5.079475685402199,0,3,3,1,4,3
1,0.9588343638262877,5.615556262788319,5.384388316761363,1,2,3,3,5,2
1,1.278052747786349,3.2900920867919923,4.204911231994629,2,2,4,1,3,2
1,0.949832306728611,6.041127522786458,5.738058090209961,4,3,7,2,5,3
1,1.160678028575534,4.233542887369792,4.913780212402344,1,3,4,1,4,3
1,0.9800841820592745,4.962347096410291,4.863517895079496,-1,6,5,3,9,6
1,1.0225868462033114,4.923744201660156,5.0349560546875,4,2,6,3,5,2
1,0.8160054119090283,5.201947348458426,4.244817188807896,0,4,4,2,6,4
1,1.0208443523950024,3.727045694986979,3.804733548845564,2,4,6,2,6,4
1,1.064043680936139,3.902909851074219,4.152866564298931,-1,4,3,2,6,4
1,0.9775767023170604,5.188533359103733,5.0721893310546875,-1,3,2,1,4,3
1,1.0587216704652582,3.679869842529297,3.8959579467773438,6,2,8,6,8,2
1,0.9236075286282748,5.028313887746711,4.644188563028972,-7,10,3,1,11,10
1,0.9883971834223564,4.496085611979167,4.44391835530599,0,2,2,4,6,2
1,0.8646753443967238,5.007391611735026,4.32976806640625,1,6,7,4,12,8
1,1.1991717606077805,4.608920627170139,5.5268874629851314,4,4,8,2,6,4
1,1.058007815348985,2.6413219451904295,2.7945392608642576,0,3,3,1,4,3
1,1.0075861770997037,5.262838636125837,5.30276346206665,1,3,4,1,6,5
1,1.0029462227635542,3.5744869232177736,3.5850181579589844,0,3,3,1,4,3
1,1.1366573464859748,4.102375030517578,4.662994716478431,10,3,13,7,10,3
1,1.0704921510586645,4.434803209806743,4.7474220275878904,1,2,3,2,4,2
1,1.0587542920260749,4.605694580078125,4.876298904418945,-5,9,4,1,12,11
1,0.9283946206100889,3.544525146484375,3.2907180786132812,1,3,4,1,4,3
1,1.0092759306860823,4.389677515569723,4.430395859938401,-1,6,5,1,7,6
1,0.8987490129954561,4.4307056003146705,3.98209228515625,1,3,4,1,4,3
1,1.079903112855953,4.223680877685547,4.561166127522786,14,4,18,2,8,6
1,0.914526207568347,4.400218418666294,4.024115062895275,0,4,4,1,5,4
1,1.0479719888693928,4.750377454255757,4.978262508616728,13,3,16,1,4,3
1,0.8192769977946568,5.400286356608073,4.424330393473308,3,3,6,1,4,3
1,1.0597204513853375,6.026910400390625,6.386840209960938,0,2,2,1,3,2
1,0.9539173622594354,4.421148861155791,4.217410659790039,3,2,5,1,3,2
1,1.0836737673940813,3.4799449920654295,3.7711250998757104,2,2,4,1,3,2
1,1.082424462377345,3.745797634124756,4.05454299029182,2,2,4,2,4,2
1,1.036218271104127,4.925413404192243,5.103803362165179,0,2,2,1,3,2
1,0.9796785670344362,4.154640197753906,4.0702119554792136,6,3,9,1,5,4
1,0.9733273777781868,4.0350390116373696,3.9274139404296875,2,2,4,2,4,2
1,1.0212100331243377,4.812311417017227,4.914380701576791,2,3,5,4,7,3
1,0.9078635253705121,4.308940505981445,3.911929918372113,3,3,6,1,4,3
1,1.0735604285878066,5.261066270911175,5.648072560628255,1,3,4,1,4,3
1,1.0476312455368646,4.436166158536586,4.6474662780761715,-1,3,2,1,4,3
1,0.9886774933629017,4.231624603271484,4.183712005615234,2,2,4,6,10,4
1,0.9811941813873429,3.2456158724698154,3.1845794090857873,2,3,5,1,6,5
1,0.9542581089672348,4.09447261265346,3.9071836925688244,7,10,17,1,13,12
1,0.9132614652838092,4.748773120698475,4.336871498509457,-2,4,2,1,5,4
1,1.0913835641335108,4.5684351603190105,4.985915047781808,6,2,8,1,3,2
1,1.0120382240867423,4.594991411481585,4.650306947769657,3,8,11,1,11,10
1,0.8691719930577535,5.615288229549632,4.880651262071398,1,2,3,3,5,2
1,1.0089427025172961,5.2059079950506035,5.252462881582755,10,2,12,1,3,2
1,0.9211062152539292,4.680897521972656,4.311603800455729,10,5,15,1,8,7
1,1.122608421334873,4.659139296587775,5.230389010521673,-3,6,3,1,7,6
1,1.2274451510809936,4.726082249691612,5.801006740993923,8,4,12,2,6,4
1,0.9542266158755074,5.205180867513021,4.966922124226888,-3,5,2,1,6,5
1,0.972877917449963,3.7254670795641447,3.624424653894761,-2,4,2,4,8,4
1,1.0113855143740293,6.241038395808293,6.312095828172637,2,2,4,14,16,2
1,1.082018405200595,4.620162632154382,4.999101003011067,1,3,4,3,6,3
1,0.9165617791688316,3.8038132611443016,3.4864298502604165,-1,4,3,17,21,4
1,0.9954377517940386,3.6993848360501804,3.68250732421875,-1,4,3,1,5,4
1,0.9907923825872724,5.819183349609375,5.765602535671658,-1,5,4,2,7,5
1,0.9469345330180527,5.108720952814275,4.8376242897727275,0,2,2,1,3,2
1,0.920126643210694,5.4760080973307295,5.038620948791504,-5,7,2,1,8,7
1,1.0189927723757317,5.488892798330269,5.59314208984375,-1,3,2,2,5,3
1,1.2448219701360739,3.594177669949002,4.474111328125,16,2,18,2,4,2
1,1.4757856749130747,2.944192409515381,4.344996982150608,1,2,3,1,3,2
1,1.0438872433005317,4.336459350585938,4.526774597167969,5,2,7,1,4,3
1,1.1307601610385136,4.349882943289621,4.918674337452855,1,3,4,2,5,3
1,1.0494659578729848,3.857822049048639,4.048652912008351,-2,4,2,1,5,4
1,0.9921604195530875,5.658778471105239,5.614416022049753,4,2,6,2,4,2
1,0.8238063542526006,5.266295539008246,4.338407728407118,0,2,2,1,4,3
1,0.8066155629716072,5.14203252019109,4.147643456092248,-11,16,5,12,32,20
1,2.022295874367473,2.016737529209682,4.07843998500279,14,2,16,1,3,2
1,0.9790231317335111,5.845437622070312,5.722818647112165,4,2,6,2,4,2
1,0.9670097598543879,4.737982914365571,4.581675720214844,1,4,5,3,7,4
1,1.093187662801423,4.397499416185462,4.807292108950407,0,2,2,1,3,2
1,0.9823879797637716,3.9433971902598506,3.8739459991455076,-3,6,3,6,12,6
1,1.0779636272841053,4.674779451810396,5.039242214626736,5,4,9,1,5,4
1,1.1167072787886854,2.756324132283529,3.078007221221924,2,3,5,1,4,3
1,0.9650953375793431,5.661638895670573,5.464021301269531,0,3,3,1,4,3
1,0.9603020914204676,5.337410990397135,5.125526936848958,0,5,5,3,8,5
1,1.2948037014098854,3.362208366394043,4.353399837718291,9,3,12,3,6,3
1,0.8993139016674564,2.954172307794744,2.656728224320845,0,2,2,1,3,2
1,1.0380686606053886,3.4404754638671875,3.5714497566223145,14,5,19,2,7,5
1,1.0009966798918948,5.460679589248285,5.466122138790968,0,3,3,1,4,3
1,1.0043054298313772,4.9244384765625,4.945640300882274,0,5,5,3,8,5
1,0.8363621451461036,5.607906886509487,4.690241033380682,-3,5,2,1,6,5
1,1.046422641447051,4.244003650753997,4.4410215105329245,-1,3,2,1,4,3
1,0.8021634471981298,5.257204055786133,4.217136928013393,8,8,16,1,10,9
1,1.0736455079676002,4.803721110026042,5.157493591308594,8,3,11,5,8,3
1,1.007063503880393,3.4648969096522175,3.4893712224187077,6,4,10,1,5,4
1,1.0573015823088368,5.56050060641381,5.879126089590567,-4,6,2,1,7,6
1,1.2224590650796374,4.164411718195135,5.090822855631511,-4,6,2,1,7,6
1,0.968318067603696,3.7551830516142,3.6362115960372123,2,3,5,1,4,3
1,0.9552869824399769,5.449477584273727,5.2058149973551435,-3,7,4,1,8,7
1,1.1554864230527204,3.813637097676595,4.406605888815487,5,2,7,1,3,2
1,1.0496038184227772,4.424589677290483,4.644066220238095,-1,3,2,2,5,3
1,1.0781593940612642,4.268360137939453,4.601972579956055,0,2,2,2,4,2
1,0.9755577385765815,4.213892211914063,4.110895156860352,7,2,9,2,4,2
1,0.8290282615695188,3.023130416870117,2.506260553995768,0,2,2,1,3,2
1,0.9899394841382858,4.480017852783203,4.434946562114515,-1,3,2,1,4,3
1,1.1248094368276804,3.7162399291992188,4.180061741879112,1,3,4,1,4,3
1,1.1211494175546532,3.72352663675944,4.174629720052083,3,4,7,1,5,4
1,1.0290420450218574,3.884998321533203,3.9978266176970108,3,3,6,2,5,3
1,0.8851362570969257,5.374830392690805,4.757457256317139,3,2,5,1,3,2
1,1.0320122565246928,4.423730638292101,4.56534423828125,1,4,5,2,7,5
1,0.9782883444823027,4.3742962461529356,4.279323032924107,-12,15,3,1,16,15
1,0.9448900927313754,4.3033192952473955,4.066163767939028,2,3,5,1,4,3
1,0.8729898837542681,5.904584248860677,5.154642317030165,3,3,6,1,4,3
1,1.1226120770771575,4.152698863636363,4.661869896782769,-2,5,3,1,6,5
1,0.8478216287870806,4.207459949311756,3.567175547281901,3,2,5,1,3,2
1,1.005555124651128,4.046341289173473,4.068819219415838,0,2,2,1,3,2
1,1.1083849210473389,5.329906463623047,5.9075879548725325,1,2,3,1,5,4
1,1.0820377013709392,4.687286376953125,5.071820576985677,0,3,3,1,4,3
1,0.9662419646865482,4.369244743795956,4.221747625441778,4,3,7,1,4,3
1,1.0469634695784884,3.649616935036399,3.821015608938117,-3,6,3,1,7,6
1,1.105077619345083,4.269987253042368,4.718667348225911,-2,6,4,9,15,6
1,1.4481006532317902,3.1244723796844482,4.5245504940257355,1,4,5,2,6,4
1,1.0137204619996436,4.755287973504317,4.820532721442145,-1,3,2,3,6,3
1,1.110114341245301,4.533045291900635,5.032198588053386,-1,3,2,1,4,3
1,1.0931393633707052,4.027598063151042,4.4027259826660154,1,2,3,1,4,3
1,0.9968251931663143,4.374767030988421,4.360877990722656,0,2,2,1,3,2
1,0.9651733694367778,3.9281444549560547,3.7913404192243303,0,2,2,1,3,2
1,0.9418581922357875,4.581763527610085,4.315371513366699,-3,5,2,1,6,5
1,1.087012610299468,3.870772043863932,4.207578023274739,18,4,22,2,7,5
1,1.1844326559565963,4.869636535644531,5.767756535456731,0,3,3,2,5,3
1,1.399989725652921,2.796441078186035,3.914988777854226,3,2,5,1,3,2
1,1.2750179654424836,4.434317588806152,5.65383459020544,19,4,23,1,6,5
1,0.9793449505163832,4.282085071910512,4.193638392857143,3,2,5,1,4,3
1,1.003377303439546,4.611879175359553,4.627454890761265,-1,4,3,1,5,4
1,1.205067670924598,4.359780021335768,5.2538299560546875,3,5,8,1,8,7
1,0.9334700682137153,4.22162769458912,3.9407630920410157,3,3,6,1,4,3
1,0.9881227021761408,5.214259807880108,5.1523284912109375,2,4,6,1,5,4
1,1.2900209299167493,4.095884323120117,5.283776503342849,1,2,3,1,3,2
1,1.5524426634910895,2.5850799560546873,4.0131884123149675,4,7,11,1,8,7
1,1.1406258152541324,4.632790842363911,5.284280831473215,4,2,6,1,3,2
1,0.9298724115932429,4.842975192599827,4.503349021629051,0,4,4,3,9,6
1,1.3701327108108492,3.4424654642740884,4.716634538438585,3,2,5,1,3,2
1,0.913658312531186,5.669693686745384,5.180162766400506,6,2,8,2,4,2
1,1.109187208926358,4.822225423959585,5.348750758815456,11,2,13,3,5,2
1,1.1389169524324276,3.175376129150391,3.6164897038386417,-7,11,4,1,12,11
1,0.8822344213048162,4.82624626159668,4.257880577674279,-3,6,3,1,7,6
1,1.0781578791033903,3.5584592819213867,3.8365809122721353,7,2,9,1,3,2
1,0.9530561478183175,5.001816749572754,4.767012203440947,5,3,8,1,4,3
1,1.0314685664691696,4.373366038004558,4.510989597865513,4,3,7,4,7,3
1,0.982816370213409,4.859528198242187,4.776023864746094,0,3,3,1,6,5
1,1.1388942388621173,4.715908432006836,5.370920944213867,0,4,4,1,6,5
1,1.0809992183928991,4.471588897705078,4.833784103393555,-2,4,2,4,8,4
1,0.6715366444782799,4.051648712158203,2.7208305807674633,7,5,12,1,8,7
1,0.9958931540353984,4.997444484544837,4.976920749830163,0,2,2,14,16,2
1,0.9298481252782612,5.10846922132704,4.750100528492647,-1,5,4,1,6,5
1,0.9937448403126199,4.066690921783447,4.041253120668473,-1,3,2,1,4,3
1,1.099281691159066,3.579758780343192,3.935163285997179,4,2,6,1,3,2
1,1.0806931134374396,3.4497330405495386,3.7281027401194855,6,3,9,1,4,3
1,1.0781593940612642,4.268360137939453,4.601972579956055,0,2,2,2,4,2
1,0.9766272841881937,5.078553230531754,4.959853649139404,1,2,3,8,10,2
1,1.085307589073528,3.89552829140111,4.227846418108259,2,3,5,1,4,3
1,0.9626775465492989,4.395199046415441,4.231159434599035,0,2,2,3,5,2
1,0.9580170057544684,5.391810607910156,5.165446254185268,5,4,9,2,6,4
1,0.9661443854311046,5.376306806291852,5.194288635253907,1,2,3,1,3,2
1,1.0090119977529648,4.598379064489294,4.639819646285752,5,5,10,1,6,5
1,0.9526174377405932,5.353504180908203,5.099841435750325,0,3,3,1,4,3
1,1.169036318513068,3.3322039517489346,3.895467440287272,13,2,15,1,4,3
1,1.0193736663237811,4.003752274946733,4.081319635564631,0,3,3,1,4,3
1,0.9840464596657191,4.782329014369419,4.706033935546875,4,2,6,1,3,2
1,1.0113893021413023,4.128324775285618,4.1753435134887695,3,3,6,1,4,3
1,0.968339061610661,6.987806797027588,6.766566276550293,0,2,2,4,6,2
1,1.2873726416428082,3.765557861328125,4.847676171196832,3,3,6,3,6,3
1,1.262873187525333,2.9834118893271997,3.767670882375617,0,4,4,1,5,4
1,1.0190482981036215,4.813055419921875,4.904735934349798,1,4,5,2,7,5
1,1.0034313826653285,4.649564009446364,4.665518442789714,-2,6,4,1,7,6
1,0.8182363692234791,3.185210863749186,2.606255372365316,0,2,2,1,3,2
1,0.8615102032603147,4.7183278401692705,4.06488757663303,6,2,8,1,3,2
1,0.9851600024040528,4.720369692201968,4.650319417317708,0,3,3,1,4,3
1,0.9926275396685386,5.976734924316406,5.932671683175223,-2,4,2,1,6,5
1,1.043260546157015,4.531073111074942,4.72708980853741,-1,4,3,4,8,4
1,0.99402344197359,5.7467101247687085,5.712364578247071,2,2,4,1,3,2
1,1.0717143216808205,3.7576395670572915,4.027116139729817,3,2,5,2,4,2
1,1.0822684820653383,4.450197086777798,4.816308045998598,-4,8,4,1,10,9
1,1.12342599788779,2.895134925842285,3.252469843084162,-2,6,4,1,7,6
1,1.0619608619150944,3.3147399119841747,3.520124053955078,1,2,3,5,7,2
1,1.0863329257744203,4.7632080078125,5.174429691199101,3,2,5,1,3,2
1,1.1966250154111076,3.5598590248509456,4.259816360473633,21,3,24,3,7,4
1,1.0262255041791775,3.258536529541016,3.3439932929144964,-1,4,3,3,7,4
1,0.9130528985028272,4.443851470947266,4.057471466064453,0,4,4,3,7,4
1,1.0579505141856849,4.280649185180664,4.528715006510416,-1,3,2,4,7,3
1,1.002558528020127,4.0553515034337195,4.065727233886719,5,3,8,1,4,3
1,1.0735942680518273,3.037191054400276,3.260710906982422,3,2,5,2,4,2
1,0.97971331982086,3.679501286259404,3.604856420446325,0,3,3,1,4,3
1,0.9204819848022446,4.03587646484375,3.714951578776042,0,5,5,1,6,5
1,0.8688029832360812,3.068292999267578,2.665742111206055,0,2,2,1,5,4
1,0.8498599873534268,3.317562796852805,2.819463876577524,2,2,4,1,3,2
1,0.8804644276389894,3.89394293891059,3.428478240966797,4,3,7,1,4,3
1,1.2182957025573937,4.5608467102050785,5.556459947065874,1,2,3,5,7,2
1,0.9960346835536724,6.715822143554687,6.689191783558239,5,2,7,1,14,13
1,0.9981264474847715,5.31059420838648,5.30064453125,1,2,3,3,5,2
1,1.084922792430213,4.597672333588472,4.988119506835938,3,2,5,1,3,2
1,1.0743814409606056,3.7651505243210566,4.0452078457536365,8,5,13,7,13,6
1,0.8505363387102962,5.585063171386719,4.750299181256976,4,2,6,3,5,2
1,1.006591629316014,3.8786290486653647,3.9041955336084904,5,3,8,2,5,3
1,1.085933330299021,3.881839952970806,4.2154193878173825,1,2,3,2,4,2
